GENEID,transcript count
ENSMUSG00000105366.2,1
ENSMUSG00000105374.2,1
ENSMUSG00000105377.2,1
ENSMUSG00000105378.2,1
ENSMUSG00000105380.2,1
ENSMUSG00000105387.2,1
ENSMUSG00000105388.2,1
ENSMUSG00000105389.2,1
ENSMUSG00000105390.2,1
ENSMUSG00000105391.2,1
ENSMUSG00000105395.2,1
ENSMUSG00000105397.2,1
ENSMUSG00000105401.2,1
ENSMUSG00000105402.6,5
ENSMUSG00000105406.2,1
ENSMUSG00000105408.2,1
ENSMUSG00000105412.2,1
ENSMUSG00000105416.2,1
ENSMUSG00000105419.2,1
ENSMUSG00000105429.2,1
ENSMUSG00000105430.2,1
ENSMUSG00000105431.2,1
ENSMUSG00000105439.2,1
ENSMUSG00000105442.2,1
ENSMUSG00000105445.2,1
ENSMUSG00000105447.2,1
ENSMUSG00000105448.3,1
ENSMUSG00000105449.2,1
ENSMUSG00000105452.2,1
ENSMUSG00000105454.2,1
ENSMUSG00000105456.2,1
ENSMUSG00000105460.2,1
ENSMUSG00000105461.2,1
ENSMUSG00000105464.2,1
ENSMUSG00000105469.2,1
ENSMUSG00000105470.2,1
ENSMUSG00000105471.3,4
ENSMUSG00000105478.2,1
ENSMUSG00000105482.2,1
ENSMUSG00000105485.2,1
ENSMUSG00000105489.2,1
ENSMUSG00000105504.5,2
ENSMUSG00000105506.2,2
ENSMUSG00000105509.2,1
ENSMUSG00000105516.5,3
ENSMUSG00000105517.2,1
ENSMUSG00000105518.2,1
ENSMUSG00000105523.2,1
ENSMUSG00000105524.3,1
ENSMUSG00000105526.2,1
ENSMUSG00000105528.2,1
ENSMUSG00000105529.2,1
ENSMUSG00000105530.2,1
ENSMUSG00000105536.2,1
ENSMUSG00000105538.2,1
ENSMUSG00000105541.2,1
ENSMUSG00000105542.2,1
ENSMUSG00000105545.2,1
ENSMUSG00000105547.2,1
ENSMUSG00000105550.2,1
ENSMUSG00000105552.2,2
ENSMUSG00000105553.2,1
ENSMUSG00000105554.2,1
ENSMUSG00000105556.2,1
ENSMUSG00000105558.2,1
ENSMUSG00000105561.2,1
ENSMUSG00000105565.2,1
ENSMUSG00000105568.2,1
ENSMUSG00000105570.2,1
ENSMUSG00000105572.2,1
ENSMUSG00000105574.2,1
ENSMUSG00000105584.2,1
ENSMUSG00000105590.2,1
ENSMUSG00000105594.2,1
ENSMUSG00000105597.2,1
ENSMUSG00000105598.2,1
ENSMUSG00000105599.2,1
ENSMUSG00000105601.2,1
ENSMUSG00000105602.2,1
ENSMUSG00000105607.2,1
ENSMUSG00000105613.2,1
ENSMUSG00000105616.2,1
ENSMUSG00000105617.5,1
ENSMUSG00000105620.2,1
ENSMUSG00000105624.2,1
ENSMUSG00000105640.2,1
ENSMUSG00000105641.2,1
ENSMUSG00000105643.2,1
ENSMUSG00000105644.2,1
ENSMUSG00000105651.2,1
ENSMUSG00000105653.2,1
ENSMUSG00000105654.2,1
ENSMUSG00000105655.2,1
ENSMUSG00000105664.2,1
ENSMUSG00000105677.2,1
ENSMUSG00000105679.2,1
ENSMUSG00000105683.2,1
ENSMUSG00000105686.2,1
ENSMUSG00000105692.2,1
ENSMUSG00000105694.2,1
ENSMUSG00000105695.2,1
ENSMUSG00000105698.2,2
ENSMUSG00000105699.2,1
ENSMUSG00000105700.2,1
ENSMUSG00000105702.2,1
ENSMUSG00000105703.3,2
ENSMUSG00000105704.2,1
ENSMUSG00000105708.2,2
ENSMUSG00000105709.2,1
ENSMUSG00000105710.2,1
ENSMUSG00000105714.2,1
ENSMUSG00000105719.2,1
ENSMUSG00000105729.2,1
ENSMUSG00000105731.2,1
ENSMUSG00000105733.2,1
ENSMUSG00000105736.2,1
ENSMUSG00000105740.2,1
ENSMUSG00000105741.2,1
ENSMUSG00000105745.2,1
ENSMUSG00000105748.2,1
ENSMUSG00000105750.2,1
ENSMUSG00000105753.2,1
ENSMUSG00000105770.3,1
ENSMUSG00000105771.2,1
ENSMUSG00000105772.2,1
ENSMUSG00000105775.2,1
ENSMUSG00000105776.2,1
ENSMUSG00000105784.2,1
ENSMUSG00000105785.2,1
ENSMUSG00000105789.2,2
ENSMUSG00000105791.2,1
ENSMUSG00000105796.2,1
ENSMUSG00000105802.2,1
ENSMUSG00000105809.2,1
ENSMUSG00000105810.2,1
ENSMUSG00000105813.2,1
ENSMUSG00000105814.3,1
ENSMUSG00000105818.2,1
ENSMUSG00000105820.2,1
ENSMUSG00000105822.2,1
ENSMUSG00000105824.2,1
ENSMUSG00000105826.3,1
ENSMUSG00000105828.2,1
ENSMUSG00000105829.2,1
ENSMUSG00000105832.2,1
ENSMUSG00000105834.3,2
ENSMUSG00000105835.2,1
ENSMUSG00000105837.6,4
ENSMUSG00000105838.2,1
ENSMUSG00000105840.2,1
ENSMUSG00000105842.2,1
ENSMUSG00000105843.3,1
ENSMUSG00000105846.2,1
ENSMUSG00000105850.2,1
ENSMUSG00000105851.2,1
ENSMUSG00000105852.5,1
ENSMUSG00000105855.2,1
ENSMUSG00000105856.2,1
ENSMUSG00000105857.2,1
ENSMUSG00000105858.2,1
ENSMUSG00000105860.2,1
ENSMUSG00000105864.2,1
ENSMUSG00000105866.2,1
ENSMUSG00000105867.3,1
ENSMUSG00000105868.2,1
ENSMUSG00000105872.2,1
ENSMUSG00000105875.2,1
ENSMUSG00000105876.2,1
ENSMUSG00000105879.2,1
ENSMUSG00000105881.3,1
ENSMUSG00000105886.3,1
ENSMUSG00000105889.2,1
ENSMUSG00000105891.6,7
ENSMUSG00000105893.2,1
ENSMUSG00000105894.2,1
ENSMUSG00000105895.2,1
ENSMUSG00000105896.2,1
ENSMUSG00000105900.2,1
ENSMUSG00000105905.2,1
ENSMUSG00000105907.2,1
ENSMUSG00000105910.2,1
ENSMUSG00000105912.2,1
ENSMUSG00000105914.2,1
ENSMUSG00000105922.2,1
ENSMUSG00000105923.5,2
ENSMUSG00000105925.2,1
ENSMUSG00000105935.2,1
ENSMUSG00000105939.2,1
ENSMUSG00000105942.2,1
ENSMUSG00000105945.2,1
ENSMUSG00000105947.2,1
ENSMUSG00000105948.2,1
ENSMUSG00000105958.2,1
ENSMUSG00000105960.2,1
ENSMUSG00000105961.2,1
ENSMUSG00000105962.2,1
ENSMUSG00000105963.3,4
ENSMUSG00000105965.2,1
ENSMUSG00000105970.2,1
ENSMUSG00000105971.2,1
ENSMUSG00000105974.2,1
ENSMUSG00000105975.5,1
ENSMUSG00000105981.2,1
ENSMUSG00000105983.2,1
ENSMUSG00000105985.2,1
ENSMUSG00000105987.6,4
ENSMUSG00000105990.2,1
ENSMUSG00000105993.2,1
ENSMUSG00000105999.2,1
ENSMUSG00000106006.2,1
ENSMUSG00000106010.2,1
ENSMUSG00000106012.2,1
ENSMUSG00000106015.2,1
ENSMUSG00000106016.2,1
ENSMUSG00000106018.2,1
ENSMUSG00000106019.3,1
ENSMUSG00000106028.2,1
ENSMUSG00000106032.2,1
ENSMUSG00000106035.2,1
ENSMUSG00000106037.2,1
ENSMUSG00000106043.2,1
ENSMUSG00000106044.3,1
ENSMUSG00000106045.2,1
ENSMUSG00000106047.2,1
ENSMUSG00000106048.2,1
ENSMUSG00000106051.2,1
ENSMUSG00000106053.2,1
ENSMUSG00000106056.2,1
ENSMUSG00000106057.2,1
ENSMUSG00000106059.2,1
ENSMUSG00000106060.2,1
ENSMUSG00000106061.2,1
ENSMUSG00000106064.2,1
ENSMUSG00000106071.2,1
ENSMUSG00000106082.5,1
ENSMUSG00000106093.2,1
ENSMUSG00000106099.2,1
ENSMUSG00000106103.2,1
ENSMUSG00000106107.2,1
ENSMUSG00000106110.2,1
ENSMUSG00000106119.2,1
ENSMUSG00000106120.2,1
ENSMUSG00000106121.2,1
ENSMUSG00000106133.2,1
ENSMUSG00000106135.2,1
ENSMUSG00000106139.3,3
ENSMUSG00000106145.3,1
ENSMUSG00000106146.2,1
ENSMUSG00000106147.3,1
ENSMUSG00000106149.2,1
ENSMUSG00000106150.3,1
ENSMUSG00000106157.3,2
ENSMUSG00000106158.2,1
ENSMUSG00000106164.3,2
ENSMUSG00000106166.2,1
ENSMUSG00000106169.3,1
ENSMUSG00000106173.2,1
ENSMUSG00000106189.2,1
ENSMUSG00000106190.3,1
ENSMUSG00000106199.3,1
ENSMUSG00000106202.2,1
ENSMUSG00000106204.2,1
ENSMUSG00000106205.2,1
ENSMUSG00000106206.2,1
ENSMUSG00000106208.2,1
ENSMUSG00000106209.3,1
ENSMUSG00000106218.2,1
ENSMUSG00000106219.2,1
ENSMUSG00000106224.3,1
ENSMUSG00000106225.2,1
ENSMUSG00000106227.2,1
ENSMUSG00000106229.2,1
ENSMUSG00000106230.2,1
ENSMUSG00000106232.2,1
ENSMUSG00000106240.2,1
ENSMUSG00000106241.2,1
ENSMUSG00000106244.2,1
ENSMUSG00000106247.2,1
ENSMUSG00000106248.2,1
ENSMUSG00000106251.2,1
ENSMUSG00000106252.3,1
ENSMUSG00000106254.2,1
ENSMUSG00000106258.2,1
ENSMUSG00000106260.2,1
ENSMUSG00000106261.2,1
ENSMUSG00000106265.2,1
ENSMUSG00000106270.2,1
ENSMUSG00000106271.2,1
ENSMUSG00000106275.2,1
ENSMUSG00000106288.2,1
ENSMUSG00000106291.2,1
ENSMUSG00000106294.2,1
ENSMUSG00000106295.2,1
ENSMUSG00000106301.2,1
ENSMUSG00000106304.2,1
ENSMUSG00000106305.2,1
ENSMUSG00000106307.3,1
ENSMUSG00000106309.2,1
ENSMUSG00000106316.2,1
ENSMUSG00000106317.2,1
ENSMUSG00000106320.2,1
ENSMUSG00000106321.2,1
ENSMUSG00000106326.2,1
ENSMUSG00000106327.2,1
ENSMUSG00000106339.2,1
ENSMUSG00000106353.2,1
ENSMUSG00000106354.2,1
ENSMUSG00000106356.2,1
ENSMUSG00000106357.3,2
ENSMUSG00000106361.2,1
ENSMUSG00000106365.3,2
ENSMUSG00000106375.2,1
ENSMUSG00000106376.2,1
ENSMUSG00000106379.2,2
ENSMUSG00000106383.2,1
ENSMUSG00000106385.2,1
ENSMUSG00000106386.2,1
ENSMUSG00000106391.3,1
ENSMUSG00000106392.2,1
ENSMUSG00000106395.2,1
ENSMUSG00000106396.2,1
ENSMUSG00000106398.2,1
ENSMUSG00000106404.2,1
ENSMUSG00000106407.2,1
ENSMUSG00000106408.2,1
ENSMUSG00000106414.2,1
ENSMUSG00000106415.2,1
ENSMUSG00000106416.2,1
ENSMUSG00000106422.2,1
ENSMUSG00000106433.2,1
ENSMUSG00000106438.3,3
ENSMUSG00000106446.2,1
ENSMUSG00000106448.2,1
ENSMUSG00000106450.2,1
ENSMUSG00000106453.2,1
ENSMUSG00000106457.2,1
ENSMUSG00000106462.2,1
ENSMUSG00000106464.2,1
ENSMUSG00000106466.2,1
ENSMUSG00000106469.2,1
ENSMUSG00000106476.2,1
ENSMUSG00000106485.2,1
ENSMUSG00000106491.2,1
ENSMUSG00000106496.2,1
ENSMUSG00000106497.2,1
ENSMUSG00000106498.2,1
ENSMUSG00000106499.2,1
ENSMUSG00000106500.2,1
ENSMUSG00000106505.2,1
ENSMUSG00000106511.2,1
ENSMUSG00000106515.6,4
ENSMUSG00000106516.2,1
ENSMUSG00000106517.2,1
ENSMUSG00000106522.2,1
ENSMUSG00000106525.2,1
ENSMUSG00000106534.2,1
ENSMUSG00000106535.2,1
ENSMUSG00000106536.2,1
ENSMUSG00000106537.2,1
ENSMUSG00000106538.2,1
ENSMUSG00000106539.2,1
ENSMUSG00000106541.2,1
ENSMUSG00000106543.2,1
ENSMUSG00000106545.2,1
ENSMUSG00000106547.2,1
ENSMUSG00000106550.2,1
ENSMUSG00000106557.2,1
ENSMUSG00000106558.2,1
ENSMUSG00000106559.2,1
ENSMUSG00000106562.2,1
ENSMUSG00000106566.2,1
ENSMUSG00000106567.3,12
ENSMUSG00000106568.2,1
ENSMUSG00000106570.2,1
ENSMUSG00000106572.2,1
ENSMUSG00000106574.2,1
ENSMUSG00000106576.2,1
ENSMUSG00000106579.2,1
ENSMUSG00000106583.2,2
ENSMUSG00000106590.2,1
ENSMUSG00000106593.2,1
ENSMUSG00000106596.2,1
ENSMUSG00000106598.2,1
ENSMUSG00000106603.2,1
ENSMUSG00000106617.2,1
ENSMUSG00000106619.2,1
ENSMUSG00000106623.2,1
ENSMUSG00000106627.2,1
ENSMUSG00000106629.2,1
ENSMUSG00000106631.3,1
ENSMUSG00000106636.2,2
ENSMUSG00000106637.2,1
ENSMUSG00000106644.2,1
ENSMUSG00000106651.2,1
ENSMUSG00000106654.2,1
ENSMUSG00000106659.2,1
ENSMUSG00000106660.2,1
ENSMUSG00000106662.2,1
ENSMUSG00000106663.2,1
ENSMUSG00000106664.2,1
ENSMUSG00000106665.2,1
ENSMUSG00000106671.2,1
ENSMUSG00000106674.3,1
ENSMUSG00000106675.2,1
ENSMUSG00000106676.2,1
ENSMUSG00000106678.2,1
ENSMUSG00000106679.2,1
ENSMUSG00000106680.2,1
ENSMUSG00000106683.2,1
ENSMUSG00000106688.2,1
ENSMUSG00000106692.2,1
ENSMUSG00000106694.2,1
ENSMUSG00000106696.2,1
ENSMUSG00000106698.2,1
ENSMUSG00000106702.2,1
ENSMUSG00000106706.2,1
ENSMUSG00000106709.2,1
ENSMUSG00000106710.2,1
ENSMUSG00000106715.4,1
ENSMUSG00000106717.2,1
ENSMUSG00000106718.2,1
ENSMUSG00000106720.2,1
ENSMUSG00000106732.2,1
ENSMUSG00000106734.5,8
ENSMUSG00000106736.2,1
ENSMUSG00000106738.2,2
ENSMUSG00000106743.2,1
ENSMUSG00000106746.2,1
ENSMUSG00000106750.2,1
ENSMUSG00000106753.2,1
ENSMUSG00000106755.2,1
ENSMUSG00000106758.2,1
ENSMUSG00000106764.2,1
ENSMUSG00000106767.2,1
ENSMUSG00000106772.2,1
ENSMUSG00000106773.2,1
ENSMUSG00000106783.3,4
ENSMUSG00000106791.2,1
ENSMUSG00000106803.2,1
ENSMUSG00000106812.2,1
ENSMUSG00000106813.2,1
ENSMUSG00000106814.2,1
ENSMUSG00000106815.2,1
ENSMUSG00000106817.2,1
ENSMUSG00000106820.3,1
ENSMUSG00000106825.2,1
ENSMUSG00000106826.2,1
ENSMUSG00000106831.2,1
ENSMUSG00000106834.2,1
ENSMUSG00000106836.2,1
ENSMUSG00000106837.2,1
ENSMUSG00000106840.2,1
ENSMUSG00000106841.2,1
ENSMUSG00000106847.2,1
ENSMUSG00000106853.2,1
ENSMUSG00000106854.2,1
ENSMUSG00000106855.2,1
ENSMUSG00000106863.4,2
ENSMUSG00000106864.4,11
ENSMUSG00000106870.2,1
ENSMUSG00000106873.2,1
ENSMUSG00000106874.3,2
ENSMUSG00000106879.2,1
ENSMUSG00000106887.2,1
ENSMUSG00000106888.2,1
ENSMUSG00000106891.2,1
ENSMUSG00000106892.2,2
ENSMUSG00000106895.2,1
ENSMUSG00000106896.2,1
ENSMUSG00000106900.2,1
ENSMUSG00000106904.2,1
ENSMUSG00000106905.2,1
ENSMUSG00000106914.2,1
ENSMUSG00000106915.2,1
ENSMUSG00000106917.2,1
ENSMUSG00000106918.4,10
ENSMUSG00000106925.2,1
ENSMUSG00000106926.2,1
ENSMUSG00000106927.2,1
ENSMUSG00000106928.2,1
ENSMUSG00000106930.2,1
ENSMUSG00000106934.2,1
ENSMUSG00000106940.2,1
ENSMUSG00000106943.4,5
ENSMUSG00000106944.2,1
ENSMUSG00000106951.2,3
ENSMUSG00000106980.2,1
ENSMUSG00000106981.2,1
ENSMUSG00000106986.2,1
ENSMUSG00000106988.2,1
ENSMUSG00000106990.2,1
ENSMUSG00000106991.2,1
ENSMUSG00000106992.2,1
ENSMUSG00000106993.2,1
ENSMUSG00000106994.2,1
ENSMUSG00000107000.2,1
ENSMUSG00000107002.2,1
ENSMUSG00000107004.2,1
ENSMUSG00000107008.5,6
ENSMUSG00000107009.2,1
ENSMUSG00000107010.2,1
ENSMUSG00000107011.2,1
ENSMUSG00000107012.2,1
ENSMUSG00000107015.2,1
ENSMUSG00000107018.2,1
ENSMUSG00000107019.2,1
ENSMUSG00000107020.2,1
ENSMUSG00000107021.2,1
ENSMUSG00000107023.3,2
ENSMUSG00000107029.2,1
ENSMUSG00000107037.2,1
ENSMUSG00000107040.2,1
ENSMUSG00000107041.2,1
ENSMUSG00000107042.2,1
ENSMUSG00000107043.2,1
ENSMUSG00000107045.2,1
ENSMUSG00000107050.2,1
ENSMUSG00000107054.2,1
ENSMUSG00000107061.3,2
ENSMUSG00000107065.2,1
ENSMUSG00000107068.2,5
ENSMUSG00000107071.2,1
ENSMUSG00000107079.2,1
ENSMUSG00000107081.2,1
ENSMUSG00000107082.2,1
ENSMUSG00000107083.2,1
ENSMUSG00000107085.2,1
ENSMUSG00000107086.2,1
ENSMUSG00000107090.2,2
ENSMUSG00000107091.2,1
ENSMUSG00000107092.2,1
ENSMUSG00000107094.2,1
ENSMUSG00000107096.4,2
ENSMUSG00000107097.2,1
ENSMUSG00000107102.2,1
ENSMUSG00000107103.2,1
ENSMUSG00000107108.4,1
ENSMUSG00000107109.2,1
ENSMUSG00000107116.2,1
ENSMUSG00000107120.2,1
ENSMUSG00000107126.2,1
ENSMUSG00000107130.2,1
ENSMUSG00000107131.2,1
ENSMUSG00000107132.2,1
ENSMUSG00000107133.2,1
ENSMUSG00000107134.2,1
ENSMUSG00000107136.2,1
ENSMUSG00000107140.2,1
ENSMUSG00000107141.2,2
ENSMUSG00000107142.3,2
ENSMUSG00000107143.2,1
ENSMUSG00000107148.2,1
ENSMUSG00000107149.2,1
ENSMUSG00000107151.2,1
ENSMUSG00000107154.2,1
ENSMUSG00000107158.2,1
ENSMUSG00000107160.2,1
ENSMUSG00000107168.2,1
ENSMUSG00000107172.2,1
ENSMUSG00000107173.2,1
ENSMUSG00000107176.2,1
ENSMUSG00000107182.2,1
ENSMUSG00000107189.2,1
ENSMUSG00000107191.2,1
ENSMUSG00000107194.3,1
ENSMUSG00000107195.2,1
ENSMUSG00000107198.3,3
ENSMUSG00000107201.2,1
ENSMUSG00000107205.2,1
ENSMUSG00000107207.2,1
ENSMUSG00000107211.2,1
ENSMUSG00000107212.2,1
ENSMUSG00000107215.2,1
ENSMUSG00000107216.2,1
ENSMUSG00000107219.2,1
ENSMUSG00000107225.2,1
ENSMUSG00000107227.2,1
ENSMUSG00000107230.3,2
ENSMUSG00000107240.2,1
ENSMUSG00000107243.2,1
ENSMUSG00000107245.2,1
ENSMUSG00000107252.2,1
ENSMUSG00000107253.2,1
ENSMUSG00000107257.2,1
ENSMUSG00000107261.2,1
ENSMUSG00000107263.2,1
ENSMUSG00000107266.3,1
ENSMUSG00000107271.4,3
ENSMUSG00000107272.3,3
ENSMUSG00000107276.2,1
ENSMUSG00000107278.2,1
ENSMUSG00000107283.4,12
ENSMUSG00000107287.2,1
ENSMUSG00000107288.2,1
ENSMUSG00000107290.2,1
ENSMUSG00000107299.2,1
ENSMUSG00000107300.2,1
ENSMUSG00000107301.2,1
ENSMUSG00000107305.2,1
ENSMUSG00000107307.2,1
ENSMUSG00000107310.2,2
ENSMUSG00000107312.2,1
ENSMUSG00000107313.2,1
ENSMUSG00000107314.2,1
ENSMUSG00000107317.2,1
ENSMUSG00000107318.2,1
ENSMUSG00000107319.2,1
ENSMUSG00000107325.2,1
ENSMUSG00000107331.2,1
ENSMUSG00000107333.2,1
ENSMUSG00000107334.2,1
ENSMUSG00000107335.2,1
ENSMUSG00000107336.2,1
ENSMUSG00000107341.2,1
ENSMUSG00000107352.2,1
ENSMUSG00000107354.2,1
ENSMUSG00000107355.3,5
ENSMUSG00000107358.2,1
ENSMUSG00000107359.2,1
ENSMUSG00000107362.2,1
ENSMUSG00000107364.2,1
ENSMUSG00000107368.2,1
ENSMUSG00000107369.2,1
ENSMUSG00000107370.2,1
ENSMUSG00000107373.2,1
ENSMUSG00000107374.2,1
ENSMUSG00000107379.2,1
ENSMUSG00000107383.2,1
ENSMUSG00000107388.2,1
ENSMUSG00000107389.2,1
ENSMUSG00000107396.3,2
ENSMUSG00000107402.3,1
ENSMUSG00000107405.2,1
ENSMUSG00000107406.2,1
ENSMUSG00000107410.2,1
ENSMUSG00000107411.2,1
ENSMUSG00000107412.2,2
ENSMUSG00000107414.2,1
ENSMUSG00000107416.2,1
ENSMUSG00000107419.2,1
ENSMUSG00000107422.2,1
ENSMUSG00000107429.3,2
ENSMUSG00000107430.2,1
ENSMUSG00000107431.2,1
ENSMUSG00000107432.2,1
ENSMUSG00000107433.2,1
ENSMUSG00000107439.2,1
ENSMUSG00000107440.2,1
ENSMUSG00000107446.2,1
ENSMUSG00000107450.2,1
ENSMUSG00000107451.2,1
ENSMUSG00000107455.2,1
ENSMUSG00000107458.2,1
ENSMUSG00000107460.2,1
ENSMUSG00000107462.2,1
ENSMUSG00000107470.3,1
ENSMUSG00000107476.5,9
ENSMUSG00000107477.2,1
ENSMUSG00000107478.2,1
ENSMUSG00000107479.2,1
ENSMUSG00000107481.2,1
ENSMUSG00000107489.2,1
ENSMUSG00000107493.2,1
ENSMUSG00000107498.2,1
ENSMUSG00000107502.2,1
ENSMUSG00000107504.4,4
ENSMUSG00000107505.2,1
ENSMUSG00000107508.2,1
ENSMUSG00000107509.2,1
ENSMUSG00000107512.2,1
ENSMUSG00000107515.2,1
ENSMUSG00000107524.2,1
ENSMUSG00000107525.2,1
ENSMUSG00000107538.2,1
ENSMUSG00000107542.2,1
ENSMUSG00000107545.2,1
ENSMUSG00000107546.2,1
ENSMUSG00000107549.2,1
ENSMUSG00000107552.2,1
ENSMUSG00000107560.2,1
ENSMUSG00000107563.3,2
ENSMUSG00000107571.2,1
ENSMUSG00000107574.2,1
ENSMUSG00000107576.2,1
ENSMUSG00000107577.2,1
ENSMUSG00000107578.2,1
ENSMUSG00000107585.2,1
ENSMUSG00000107588.2,1
ENSMUSG00000107591.2,1
ENSMUSG00000107595.2,1
ENSMUSG00000107596.2,1
ENSMUSG00000107600.2,1
ENSMUSG00000107601.2,1
ENSMUSG00000107606.2,1
ENSMUSG00000107608.2,1
ENSMUSG00000107611.2,1
ENSMUSG00000107612.2,1
ENSMUSG00000107620.2,1
ENSMUSG00000107624.2,1
ENSMUSG00000107627.2,1
ENSMUSG00000107638.3,2
ENSMUSG00000107639.2,1
ENSMUSG00000107640.2,1
ENSMUSG00000107643.2,1
ENSMUSG00000107655.2,1
ENSMUSG00000107659.2,1
ENSMUSG00000107666.2,1
ENSMUSG00000107667.3,2
ENSMUSG00000107676.2,1
ENSMUSG00000107680.2,1
ENSMUSG00000107687.2,1
ENSMUSG00000107688.2,1
ENSMUSG00000107689.3,1
ENSMUSG00000107698.2,1
ENSMUSG00000107700.2,1
ENSMUSG00000107701.2,1
ENSMUSG00000107704.2,1
ENSMUSG00000107705.2,1
ENSMUSG00000107706.2,1
ENSMUSG00000107707.2,1
ENSMUSG00000107712.2,1
ENSMUSG00000107713.2,1
ENSMUSG00000107720.2,1
ENSMUSG00000107721.2,1
ENSMUSG00000107722.2,1
ENSMUSG00000107724.2,1
ENSMUSG00000107726.2,1
ENSMUSG00000107728.2,1
ENSMUSG00000107729.2,1
ENSMUSG00000107734.2,1
ENSMUSG00000107736.3,1
ENSMUSG00000107741.4,1
ENSMUSG00000107742.2,1
ENSMUSG00000107745.2,1
ENSMUSG00000107747.2,1
ENSMUSG00000107750.2,1
ENSMUSG00000107755.2,1
ENSMUSG00000107758.2,1
ENSMUSG00000107760.2,1
ENSMUSG00000107761.2,1
ENSMUSG00000107770.2,1
ENSMUSG00000107772.2,1
ENSMUSG00000107776.2,1
ENSMUSG00000107784.2,1
ENSMUSG00000107785.3,1
ENSMUSG00000107796.2,1
ENSMUSG00000107798.3,1
ENSMUSG00000107802.2,1
ENSMUSG00000107804.2,1
ENSMUSG00000107806.2,1
ENSMUSG00000107811.2,1
ENSMUSG00000107812.2,1
ENSMUSG00000107814.2,1
ENSMUSG00000107815.2,1
ENSMUSG00000107818.2,1
ENSMUSG00000107821.2,1
ENSMUSG00000107826.2,1
ENSMUSG00000107831.2,1
ENSMUSG00000107833.2,1
ENSMUSG00000107836.2,1
ENSMUSG00000107838.2,1
ENSMUSG00000107840.2,1
ENSMUSG00000107842.2,1
ENSMUSG00000107846.2,1
ENSMUSG00000107851.2,1
ENSMUSG00000107852.2,1
ENSMUSG00000107853.2,1
ENSMUSG00000107858.2,1
ENSMUSG00000107859.2,1
ENSMUSG00000107862.2,1
ENSMUSG00000107863.2,1
ENSMUSG00000107868.2,1
ENSMUSG00000107869.2,1
ENSMUSG00000107875.2,1
ENSMUSG00000107876.2,1
ENSMUSG00000107877.3,2
ENSMUSG00000107879.3,1
ENSMUSG00000107881.2,1
ENSMUSG00000107882.2,1
ENSMUSG00000107886.2,1
ENSMUSG00000107887.2,1
ENSMUSG00000107890.2,1
ENSMUSG00000107891.2,1
ENSMUSG00000107894.2,1
ENSMUSG00000107902.2,1
ENSMUSG00000107905.2,1
ENSMUSG00000107906.2,1
ENSMUSG00000107908.2,1
ENSMUSG00000107909.3,1
ENSMUSG00000107911.2,1
ENSMUSG00000107917.2,1
ENSMUSG00000107919.2,1
ENSMUSG00000107920.2,1
ENSMUSG00000107927.2,1
ENSMUSG00000107928.2,1
ENSMUSG00000107929.2,1
ENSMUSG00000107932.2,1
ENSMUSG00000107933.2,1
ENSMUSG00000107937.2,1
ENSMUSG00000107942.2,1
ENSMUSG00000107944.2,1
ENSMUSG00000107946.2,1
ENSMUSG00000107947.2,1
ENSMUSG00000107951.2,1
ENSMUSG00000107952.2,1
ENSMUSG00000107954.2,1
ENSMUSG00000107956.2,1
ENSMUSG00000107961.2,1
ENSMUSG00000107962.2,1
ENSMUSG00000107968.2,1
ENSMUSG00000107970.2,1
ENSMUSG00000107976.2,1
ENSMUSG00000107978.2,1
ENSMUSG00000107981.2,1
ENSMUSG00000107982.2,1
ENSMUSG00000107985.2,1
ENSMUSG00000107990.2,1
ENSMUSG00000107995.2,1
ENSMUSG00000107996.2,1
ENSMUSG00000107999.2,1
ENSMUSG00000108004.2,1
ENSMUSG00000108005.2,1
ENSMUSG00000108006.2,1
ENSMUSG00000108008.2,1
ENSMUSG00000108010.2,1
ENSMUSG00000108011.2,1
ENSMUSG00000108012.2,1
ENSMUSG00000108014.2,1
ENSMUSG00000108025.2,1
ENSMUSG00000108026.2,1
ENSMUSG00000108028.2,1
ENSMUSG00000108030.2,1
ENSMUSG00000108033.2,1
ENSMUSG00000108034.2,1
ENSMUSG00000108035.2,1
ENSMUSG00000108036.2,1
ENSMUSG00000108037.3,2
ENSMUSG00000108042.2,1
ENSMUSG00000108043.3,2
ENSMUSG00000108045.2,1
ENSMUSG00000108049.2,1
ENSMUSG00000108055.2,1
ENSMUSG00000108057.2,1
ENSMUSG00000108063.2,1
ENSMUSG00000108067.2,1
ENSMUSG00000108070.2,1
ENSMUSG00000108071.2,1
ENSMUSG00000108077.2,1
ENSMUSG00000108079.3,2
ENSMUSG00000108080.2,1
ENSMUSG00000108081.2,1
ENSMUSG00000108088.2,1
ENSMUSG00000108093.2,1
ENSMUSG00000108094.2,1
ENSMUSG00000108095.2,1
ENSMUSG00000108096.2,1
ENSMUSG00000108100.2,1
ENSMUSG00000108102.2,1
ENSMUSG00000108103.2,1
ENSMUSG00000108105.2,1
ENSMUSG00000108108.2,1
ENSMUSG00000108109.2,1
ENSMUSG00000108115.2,1
ENSMUSG00000108120.2,1
ENSMUSG00000108122.2,1
ENSMUSG00000108126.2,1
ENSMUSG00000108129.4,6
ENSMUSG00000108137.2,1
ENSMUSG00000108141.2,1
ENSMUSG00000108143.2,1
ENSMUSG00000108145.2,1
ENSMUSG00000108148.2,1
ENSMUSG00000108153.2,1
ENSMUSG00000108154.2,1
